gene_id	protein_id	go_id	go_name	go_type	ontology
gene_1575	1980135	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_1576	1980136	GO:0004497	monooxygenase activity	molecular_function	MF
gene_1576	1980136	GO:0006118	electron transport	biological_process	BP
gene_1576	1980136	GO:0006725	aromatic compound metabolic process	biological_process	BP
gene_1576	1980136	GO:0008152	metabolic process	biological_process	BP
gene_1576	1980136	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1576	1980136	GO:0018662	phenol 2-monooxygenase activity	molecular_function	MF
gene_1577	1980137	GO:0006508	proteolysis	biological_process	BP
gene_1577	1980137	GO:0008237	metallopeptidase activity	molecular_function	MF
gene_1577	1980137	GO:0008152	metabolic process	biological_process	BP
gene_1577	1980137	GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	molecular_function	MF
gene_1577	1980137	GO:0016787	hydrolase activity	molecular_function	MF
gene_1577	1980137	GO:0046983	protein dimerization activity	molecular_function	MF
gene_1578	1980138	GO:0003700	transcription factor activity	molecular_function	MF
gene_1578	1980138	GO:0005634	nucleus	cellular_component	CC
gene_1578	1980138	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1578	1980138	GO:0008270	zinc ion binding	molecular_function	MF
gene_1578	1980138	GO:0003677	DNA binding	molecular_function	MF
gene_1578	1980138	GO:0006350	transcription	biological_process	BP
gene_1585	1980145	GO:0005634	nucleus	cellular_component	CC
gene_1587	1980147	GO:0003700	transcription factor activity	molecular_function	MF
gene_1587	1980147	GO:0005634	nucleus	cellular_component	CC
gene_1587	1980147	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1587	1980147	GO:0008270	zinc ion binding	molecular_function	MF
gene_1588	1980148	GO:0009058	biosynthetic process	biological_process	BP
gene_1588	1980148	GO:0000009	alpha-1,6-mannosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0000026	alpha-1,2-mannosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0000030	mannosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0000033	alpha-1,3-mannosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0001962	alpha-1,3-galactosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0004376	glycolipid mannosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0004576	oligosaccharyl transferase activity	molecular_function	MF
gene_1588	1980148	GO:0004583	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0008375	acetylglucosaminyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0008376	acetylgalactosaminyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0008378	galactosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0008417	fucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0008755	O antigen polymerase activity	molecular_function	MF
gene_1588	1980148	GO:0008921	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0016253	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0016759	cellulose synthase activity	molecular_function	MF
gene_1588	1980148	GO:0018715	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0018716	1-phenanthrol glycosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0018717	9-phenanthrol glycosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0018718	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0019112	phenanthrol glycosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0019187	beta-1,4-mannosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0031278	alpha-1,2-galactosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0033556	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0045140	inositol phosphoceramide synthase activity	molecular_function	MF
gene_1588	1980148	GO:0046527	glucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0046920	alpha(1,3)-fucosyltransferase activity	molecular_function	MF
gene_1588	1980148	GO:0046921	alpha(1,6)-fucosyltransferase activity	molecular_function	MF
gene_1589	1980149	GO:0006118	electron transport	biological_process	BP
gene_1589	1980149	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	MF
gene_1589	1980149	GO:0051287	NAD binding	molecular_function	MF
gene_1589	1980149	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1589	1980149	GO:0003979	UDP-glucose 6-dehydrogenase activity	molecular_function	MF
gene_1590	1980150	GO:0005634	nucleus	cellular_component	CC
gene_1590	1980150	GO:0008270	zinc ion binding	molecular_function	MF
gene_1590	1980150	GO:0030528	transcription regulator activity	molecular_function	MF
gene_1590	1980150	GO:0045449	regulation of transcription	biological_process	BP
gene_1592	1980152	GO:0003700	transcription factor activity	molecular_function	MF
gene_1592	1980152	GO:0005634	nucleus	cellular_component	CC
gene_1592	1980152	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1592	1980152	GO:0008270	zinc ion binding	molecular_function	MF
gene_1595	1980155	GO:0003824	catalytic activity	molecular_function	MF
gene_1595	1980155	GO:0008152	metabolic process	biological_process	BP
gene_1595	1980155	GO:0016874	ligase activity	molecular_function	MF
gene_1595	1980155	GO:0004043	L-aminoadipate-semialdehyde dehydrogenase activity	molecular_function	MF
gene_1595	1980155	GO:0005949	aminoadipate-semialdehyde dehydrogenase complex	cellular_component	CC
gene_1596	1980156	GO:0006100	tricarboxylic acid cycle intermediate metabolic process	biological_process	BP
gene_1596	1980156	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1596	1980156	GO:0006108	malate metabolic process	biological_process	BP
gene_1596	1980156	GO:0016615	malate dehydrogenase activity	molecular_function	MF
gene_1596	1980156	GO:0006096	glycolysis	biological_process	BP
gene_1596	1980156	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	MF
gene_1596	1980156	GO:0044262	cellular carbohydrate metabolic process	biological_process	BP
gene_1596	1980156	GO:0030060	L-malate dehydrogenase activity	molecular_function	MF
gene_1596	1980156	GO:0003824	catalytic activity	molecular_function	MF
gene_1596	1980156	GO:0005975	carbohydrate metabolic process	biological_process	BP
gene_1597	1980157	GO:0005524	ATP binding	molecular_function	MF
gene_1597	1980157	GO:0006810	transport	biological_process	BP
gene_1597	1980157	GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	MF
gene_1597	1980157	GO:0016020	membrane	cellular_component	CC
gene_1597	1980157	GO:0006812	cation transport	biological_process	BP
gene_1597	1980157	GO:0016021	integral to membrane	cellular_component	CC
gene_1597	1980157	GO:0016887	ATPase activity	molecular_function	MF
gene_1597	1980157	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	MF
gene_1603	1980163	GO:0005525	GTP binding	molecular_function	MF
gene_1603	1980163	GO:0003924	GTPase activity	molecular_function	MF
gene_1603	1980163	GO:0050800	hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	MF
gene_1604	1980164	GO:0006950	response to stress	biological_process	BP
gene_1611	1980171	GO:0003676	nucleic acid binding	molecular_function	MF
gene_1616	1980176	GO:0003723	RNA binding	molecular_function	MF
gene_1616	1980176	GO:0005622	intracellular	cellular_component	CC
gene_1616	1980176	GO:0006396	RNA processing	biological_process	BP
gene_1618	1980178	GO:0004222	metalloendopeptidase activity	molecular_function	MF
gene_1618	1980178	GO:0006508	proteolysis	biological_process	BP
gene_1618	1980178	GO:0008270	zinc ion binding	molecular_function	MF
gene_1618	1980178	GO:0003824	catalytic activity	molecular_function	MF
gene_1618	1980178	GO:0046872	metal ion binding	molecular_function	MF
gene_1618	1980178	GO:0004240	mitochondrial processing peptidase activity	molecular_function	MF
gene_1618	1980178	GO:0017087	mitochondrial processing peptidase complex	cellular_component	CC
gene_1619	1980179	GO:0005515	protein binding	molecular_function	MF
gene_1619	1980179	GO:0008270	zinc ion binding	molecular_function	MF
gene_1620	1980180	GO:0005737	cytoplasm	cellular_component	CC
gene_1620	1980180	GO:0006886	intracellular protein transport	biological_process	BP
gene_1622	1980182	GO:0018024	histone-lysine N-methyltransferase activity	molecular_function	MF
gene_1623	1980183	GO:0004665	prephenate dehydrogenase (NADP+) activity	molecular_function	MF
gene_1623	1980183	GO:0006571	tyrosine biosynthetic process	biological_process	BP
gene_1623	1980183	GO:0016491	oxidoreductase activity	molecular_function	MF
gene_1624	1980184	GO:0004842	ubiquitin-protein ligase activity	molecular_function	MF
gene_1624	1980184	GO:0051438	regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_1624	1980184	GO:0051440	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	BP
gene_1624	1980184	GO:0051443	positive regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_1624	1980184	GO:0051444	negative regulation of ubiquitin-protein ligase activity	biological_process	BP
gene_1625	1980185	GO:0006281	DNA repair	biological_process	BP
gene_1625	1980185	GO:0008853	exodeoxyribonuclease III activity	molecular_function	MF
gene_1627	1980187	GO:0008152	metabolic process	biological_process	BP
gene_1627	1980187	GO:0004035	alkaline phosphatase activity	molecular_function	MF
gene_1629	1980189	GO:0016021	integral to membrane	cellular_component	CC
gene_1631	1980191	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_1631	1980191	GO:0005622	intracellular	cellular_component	CC
gene_1631	1980191	GO:0005840	ribosome	cellular_component	CC
gene_1631	1980191	GO:0006412	translation	biological_process	BP
gene_1633	1980193	GO:0003676	nucleic acid binding	molecular_function	MF
gene_1633	1980193	GO:0005622	intracellular	cellular_component	CC
gene_1633	1980193	GO:0008270	zinc ion binding	molecular_function	MF
gene_1635	1980195	GO:0003676	nucleic acid binding	molecular_function	MF
gene_1635	1980195	GO:0005524	ATP binding	molecular_function	MF
gene_1635	1980195	GO:0008026	ATP-dependent helicase activity	molecular_function	MF
gene_1635	1980195	GO:0004386	helicase activity	molecular_function	MF
gene_1636	1980196	GO:0008972	phosphomethylpyrimidine kinase activity	molecular_function	MF
gene_1636	1980196	GO:0009228	thiamin biosynthetic process	biological_process	BP
gene_1637	1980197	GO:0005622	intracellular	cellular_component	CC
gene_1637	1980197	GO:0007165	signal transduction	biological_process	BP
gene_1637	1980197	GO:0005488	binding	molecular_function	MF
gene_1638	1980198	GO:0004846	urate oxidase activity	molecular_function	MF
gene_1638	1980198	GO:0006144	purine base metabolic process	biological_process	BP
gene_1639	1980199	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_1639	1980199	GO:0005622	intracellular	cellular_component	CC
gene_1639	1980199	GO:0005840	ribosome	cellular_component	CC
gene_1639	1980199	GO:0006412	translation	biological_process	BP
gene_1640	1980200	GO:0006801	superoxide metabolic process	biological_process	BP
gene_1640	1980200	GO:0046872	metal ion binding	molecular_function	MF
gene_1640	1980200	GO:0030001	metal ion transport	biological_process	BP
gene_1644	1980204	GO:0003735	structural constituent of ribosome	molecular_function	MF
gene_1644	1980204	GO:0005622	intracellular	cellular_component	CC
gene_1644	1980204	GO:0005840	ribosome	cellular_component	CC
gene_1644	1980204	GO:0006412	translation	biological_process	BP
gene_1646	1980206	GO:0006470	protein amino acid dephosphorylation	biological_process	BP
gene_1646	1980206	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	molecular_function	MF
gene_1646	1980206	GO:0016311	dephosphorylation	biological_process	BP
gene_1646	1980206	GO:0016791	phosphoric monoester hydrolase activity	molecular_function	MF
gene_1646	1980206	GO:0004725	protein tyrosine phosphatase activity	molecular_function	MF
gene_1647	1980207	GO:0006508	proteolysis	biological_process	BP
gene_1647	1980207	GO:0008462	endopeptidase Clp activity	molecular_function	MF
gene_1648	1980208	GO:0003824	catalytic activity	molecular_function	MF
gene_1648	1980208	GO:0008152	metabolic process	biological_process	BP
gene_1648	1980208	GO:0004160	dihydroxy-acid dehydratase activity	molecular_function	MF
gene_1648	1980208	GO:0009082	branched chain family amino acid biosynthetic process	biological_process	BP
gene_1650	1980210	GO:0003777	microtubule motor activity	molecular_function	MF
gene_1650	1980210	GO:0005524	ATP binding	molecular_function	MF
gene_1650	1980210	GO:0005875	microtubule associated complex	cellular_component	CC
gene_1650	1980210	GO:0007018	microtubule-based movement	biological_process	BP
gene_1651	1980211	GO:0003700	transcription factor activity	molecular_function	MF
gene_1651	1980211	GO:0005634	nucleus	cellular_component	CC
gene_1651	1980211	GO:0006355	regulation of transcription, DNA-dependent	biological_process	BP
gene_1651	1980211	GO:0008270	zinc ion binding	molecular_function	MF
gene_1651	1980211	GO:0003677	DNA binding	molecular_function	MF
gene_1651	1980211	GO:0006350	transcription	biological_process	BP
gene_1653	1980213	GO:0009058	biosynthetic process	biological_process	BP
gene_1653	1980213	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	MF
gene_1654	1980214	GO:0004497	monooxygenase activity	molecular_function	MF
gene_1654	1980214	GO:0005506	iron ion binding	molecular_function	MF
gene_1654	1980214	GO:0006118	electron transport	biological_process	BP
gene_1654	1980214	GO:0020037	heme binding	molecular_function	MF
gene_1654	1980214	GO:0008398	sterol 14-demethylase activity	molecular_function	MF
gene_1660	1980220	GO:0005515	protein binding	molecular_function	MF
gene_1660	1980220	GO:0004535	poly(A)-specific ribonuclease activity	molecular_function	MF
gene_1662	1980222	GO:0004806	triacylglycerol lipase activity	molecular_function	MF
gene_1662	1980222	GO:0006629	lipid metabolic process	biological_process	BP
gene_1664	1980224	GO:0004784	superoxide dismutase activity	molecular_function	MF
gene_1664	1980224	GO:0006801	superoxide metabolic process	biological_process	BP
gene_1664	1980224	GO:0046872	metal ion binding	molecular_function	MF
gene_1673	1980233	GO:0004437	inositol or phosphatidylinositol phosphatase activity	molecular_function	MF
gene_1673	1980233	GO:0004439	phosphoinositide 5-phosphatase activity	molecular_function	MF
