gene_id	protein_id	transcript_id	jgi_name	portal_id	seqid	start	end	strand	source	gff3_line	go_count	go_ids	go_names	go_types	kegg_count	kegg_ecnum	kegg_definition	kegg_catalyticactivity	kegg_cofactors	kegg_associateddiseases	kegg_pathway	kegg_pathway_class	kegg_pathway_type	has_go	has_kegg
gene_419	1978979	1979233	jgi.p|Ophnu1|1978979	Ophnu1	OphioH327chr_1	1638206	1639705	-	prediction	2517	3	GO:0005337; GO:0006810; GO:0016020	membrane; nucleoside transmembrane transporter activity; transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_420	1978980	1979234	jgi.p|Ophnu1|1978980	Ophnu1	OphioH327chr_1	1642532	1644233	-	prediction	2521	0				0									no	no
gene_421	1978981	1979235	jgi.p|Ophnu1|1978981	Ophnu1	OphioH327chr_1	1645010	1645394	+	prediction	2529	0				0									no	no
gene_422	1978982	1979236	jgi.p|Ophnu1|1978982	Ophnu1	OphioH327chr_1	1646082	1647726	-	prediction	2535	0				0									no	no
gene_423	1978983	1979237	jgi.p|Ophnu1|1978983	Ophnu1	OphioH327chr_1	1649963	1652680	+	prediction	2541	0				0									no	no
gene_424	1978984	1979238	jgi.p|Ophnu1|1978984	Ophnu1	OphioH327chr_1	1653313	1654146	+	prediction	2547	0				0									no	no
gene_425	1978985	1979239	jgi.p|Ophnu1|1978985	Ophnu1	OphioH327chr_1	1654775	1656738	-	prediction	2551	0				0									no	no
gene_426	1978986	1979240	jgi.p|Ophnu1|1978986	Ophnu1	OphioH327chr_1	1660940	1662749	-	prediction	2557	3	GO:0003676; GO:0005622; GO:0006810	intracellular; nucleic acid binding; transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_427	1978987	1979241	jgi.p|Ophnu1|1978987	Ophnu1	OphioH327chr_1	1665568	1666732	+	prediction	2565	2	GO:0006950; GO:0016021	integral to membrane; response to stress	biological_process; cellular_component	0									yes	no
gene_428	1978988	1979242	jgi.p|Ophnu1|1978988	Ophnu1	OphioH327chr_1	1669595	1670903	+	prediction	2575	4	GO:0003700; GO:0005634; GO:0006355; GO:0008270	nucleus; regulation of transcription, DNA-dependent; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_429	1978989	1979243	jgi.p|Ophnu1|1978989	Ophnu1	OphioH327chr_1	1671014	1671817	+	prediction	2583	0				0									no	no
gene_430	1978990	1979244	jgi.p|Ophnu1|1978990	Ophnu1	OphioH327chr_1	1671974	1673394	-	prediction	2587	47	GO:0004147; GO:0004405; GO:0004406; GO:0008080; GO:0008152; GO:0008374; GO:0008415; GO:0008951; GO:0016406; GO:0016407; GO:0016408; GO:0016409; GO:0016410; GO:0016411; GO:0016412; GO:0016413; GO:0016414; GO:0016415; GO:0016416; GO:0016417; GO:0016418; GO:0016419; GO:0016420; GO:0016454; GO:0016748; GO:0016749; GO:0016750; GO:0016751; GO:0016752; GO:0016753; GO:0018030; GO:0018031; GO:0018711; GO:0018712; GO:0018713; GO:0019105; GO:0019107; GO:0019186; GO:0019705; GO:0019706; GO:0019707; GO:0032216; GO:0043741; GO:0043764; GO:0043806; GO:0043849; GO:0046941	3-hydroxybutyryl-CoA thiolase activity; 3-ketopimelyl-CoA thiolase activity; acetyltransferase activity; acyl-CoA N-acyltransferase activity; acylglycerol O-acyltransferase activity; acyltransferase activity; azetidine-2-carboxylic acid acetyltransferase activity; benzoyl acetate-CoA thiolase activity; C-acyltransferase activity; C-palmitoyltransferase activity; carnitine O-acyltransferase activity; dihydrolipoamide branched chain acyltransferase activity; glucosaminyl-phosphotidylinositol O-acyltransferase activity; H2A/H2B histone acetyltransferase activity; H3/H4 histone acetyltransferase activity; keto acid formate lyase activity; L-2-aminoadipate N-acetyltransferase activity; malonyltransferase activity; metabolic process; myristoyltransferase activity; N-acetyltransferase activity; N-acyltransferase activity; N-palmitoyltransferase activity; N-succinyltransferase activity; O-acetyltransferase activity; O-acyltransferase activity; O-octanoyltransferase activity; O-palmitoyltransferase activity; O-sinapoyltransferase activity; O-succinyltransferase activity; octanoyltransferase activity; palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity; palmitoyltransferase activity; peptidyl-lysine N6-myristoyltransferase activity; peptidyl-lysine N6-palmitoyltransferase activity; protein-cysteine S-acyltransferase activity; protein-cysteine S-myristoyltransferase activity; protein-cysteine S-palmitoleyltransferase activity; Ras palmitoyltransferase activity; S-acetyltransferase activity; S-acyltransferase activity; S-malonyltransferase activity; S-succinyltransferase activity; serine O-acyltransferase activity; sinapoyltransferase activity; succinyltransferase activity; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	biological_process; molecular_function	13	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism; Benzoate degradation via CoA ligation; Butanoate metabolism; D-Arginine and D-ornithine metabolism; Ethylbenzene degradation; Glycerolipid metabolism; Histidine metabolism; Lipopolysaccharide biosynthesis; Lysine biosynthesis; Lysine degradation; Phenylalanine metabolism; Tyrosine metabolism; Valine, leucine and isoleucine degradation	Amino Acid Metabolism; Biodegradation of Xenobiotics; Carbohydrate Metabolism; Metabolism of Complex Carbohydrates; Metabolism of Complex Lipids; Metabolism of Other Amino Acids	METABOLIC	yes	yes
gene_431	1978991	1979245	jgi.p|Ophnu1|1978991	Ophnu1	OphioH327chr_1	1674026	1674709	+	prediction	2597	3	GO:0005622; GO:0006810; GO:0006888	ER to Golgi vesicle-mediated transport; intracellular; transport	biological_process; cellular_component	0									yes	no
gene_432	1978992	1979246	jgi.p|Ophnu1|1978992	Ophnu1	OphioH327chr_1	1674829	1675857	-	prediction	2603	0				0									no	no
gene_433	1978993	1979247	jgi.p|Ophnu1|1978993	Ophnu1	OphioH327chr_1	1678556	1682968	+	prediction	2607	3	GO:0005643; GO:0006913; GO:0050658	nuclear pore; nucleocytoplasmic transport; RNA transport	biological_process; cellular_component	0									yes	no
gene_434	1978994	1979248	jgi.p|Ophnu1|1978994	Ophnu1	OphioH327chr_1	1687534	1689046	+	prediction	2617	5	GO:0004672; GO:0004674; GO:0004682; GO:0005524; GO:0006468	ATP binding; protein amino acid phosphorylation; protein kinase activity; protein kinase CK2 activity; protein serine/threonine kinase activity	biological_process; molecular_function	0									yes	no
gene_435	1978995	1979249	jgi.p|Ophnu1|1978995	Ophnu1	OphioH327chr_1	1690513	1691244	-	prediction	2625	0				0									no	no
gene_436	1978996	1979250	jgi.p|Ophnu1|1978996	Ophnu1	OphioH327chr_1	1692141	1694180	+	prediction	2631	0				0									no	no
gene_437	1978997	1979251	jgi.p|Ophnu1|1978997	Ophnu1	OphioH327chr_1	1707500	1710322	+	prediction	2635	6	GO:0003700; GO:0005634; GO:0006355; GO:0008270; GO:0008415; GO:0016740	acyltransferase activity; nucleus; regulation of transcription, DNA-dependent; transcription factor activity; transferase activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_438	1978998	1979252	jgi.p|Ophnu1|1978998	Ophnu1	OphioH327chr_1	1711294	1714929	+	prediction	2641	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_439	1978999	1979253	jgi.p|Ophnu1|1978999	Ophnu1	OphioH327chr_1	1715047	1717127	-	prediction	2647	7	GO:0005515; GO:0006461; GO:0006810; GO:0006886; GO:0008565; GO:0016192; GO:0030131	clathrin adaptor complex; intracellular protein transport; protein binding; protein complex assembly; protein transporter activity; transport; vesicle-mediated transport	biological_process; cellular_component; molecular_function	0									yes	no
gene_440	1979000	1979254	jgi.p|Ophnu1|1979000	Ophnu1	OphioH327chr_1	1717530	1717874	+	prediction	2653	0				0									no	no
gene_441	1979001	1979255	jgi.p|Ophnu1|1979001	Ophnu1	OphioH327chr_1	1718727	1720016	+	prediction	2659	1	GO:0003723	RNA binding	molecular_function	0									yes	no
gene_442	1979002	1979256	jgi.p|Ophnu1|1979002	Ophnu1	OphioH327chr_1	1720455	1720974	+	prediction	2663	0				0									no	no
gene_443	1979003	1979257	jgi.p|Ophnu1|1979003	Ophnu1	OphioH327chr_1	1721065	1722793	-	prediction	2669	4	GO:0004030; GO:0006081; GO:0008152; GO:0016491	aldehyde dehydrogenase [NAD(P)+] activity; aldehyde metabolic process; metabolic process; oxidoreductase activity	biological_process; molecular_function	0									yes	no
gene_444	1979004	1979258	jgi.p|Ophnu1|1979004	Ophnu1	OphioH327chr_1	1723955	1725270	-	prediction	2675	0				0									no	no
gene_445	1979005	1979259	jgi.p|Ophnu1|1979005	Ophnu1	OphioH327chr_1	1725651	1726340	+	prediction	2681	5	GO:0004577; GO:0005975; GO:0016758; GO:0030246; GO:0030259	carbohydrate binding; carbohydrate metabolic process; lipid glycosylation; N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity; transferase activity, transferring hexosyl groups	biological_process; molecular_function	1	2.4.1.141	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase.	UDP-N-acetyl-D-glucosamine + N-acetyl-D-glucosaminyl-diphosphodolichol = UDP + N,N''-diacetylchitobiosyldiphosphodolichol.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	yes	yes
gene_446	1979006	1979260	jgi.p|Ophnu1|1979006	Ophnu1	OphioH327chr_1	1726564	1728504	-	prediction	2685	0				0									no	no
gene_447	1979007	1979261	jgi.p|Ophnu1|1979007	Ophnu1	OphioH327chr_1	1730326	1731242	+	prediction	2691	1	GO:0003676	nucleic acid binding	molecular_function	0									yes	no
gene_448	1979008	1979262	jgi.p|Ophnu1|1979008	Ophnu1	OphioH327chr_1	1734063	1737199	+	prediction	2701	9	GO:0004842; GO:0005515; GO:0005622; GO:0006464; GO:0006512; GO:0051438; GO:0051440; GO:0051443; GO:0051444	intracellular; negative regulation of ubiquitin-protein ligase activity; positive regulation of ubiquitin-protein ligase activity; protein binding; protein modification process; regulation of ubiquitin-protein ligase activity; regulation of ubiquitin-protein ligase activity during meiotic cell cycle; ubiquitin cycle; ubiquitin-protein ligase activity	biological_process; cellular_component; molecular_function	1	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	yes	yes
gene_449	1979009	1979263	jgi.p|Ophnu1|1979009	Ophnu1	OphioH327chr_1	1738048	1738965	-	prediction	2717	2	GO:0006120; GO:0008137	mitochondrial electron transport, NADH to ubiquinone; NADH dehydrogenase (ubiquinone) activity	biological_process; molecular_function	0									yes	no
gene_450	1979010	1979264	jgi.p|Ophnu1|1979010	Ophnu1	OphioH327chr_1	1739965	1740853	-	prediction	2725	0				0									no	no
gene_451	1979011	1979265	jgi.p|Ophnu1|1979011	Ophnu1	OphioH327chr_1	1741461	1742370	+	prediction	2731	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_452	1979012	1979266	jgi.p|Ophnu1|1979012	Ophnu1	OphioH327chr_1	1742816	1745296	-	prediction	2737	0				0									no	no
gene_453	1979013	1979267	jgi.p|Ophnu1|1979013	Ophnu1	OphioH327chr_1	1745785	1747035	+	prediction	2743	0				0									no	no
gene_454	1979014	1979268	jgi.p|Ophnu1|1979014	Ophnu1	OphioH327chr_1	1747849	1750644	-	prediction	2749	1	GO:0003676	nucleic acid binding	molecular_function	0									yes	no
gene_455	1979015	1979269	jgi.p|Ophnu1|1979015	Ophnu1	OphioH327chr_1	1752193	1753215	+	prediction	2761	0				0									no	no
gene_456	1979016	1979270	jgi.p|Ophnu1|1979016	Ophnu1	OphioH327chr_1	1753383	1754087	-	prediction	2769	0				0									no	no
gene_457	1979017	1979271	jgi.p|Ophnu1|1979017	Ophnu1	OphioH327chr_1	1754471	1757284	+	prediction	2773	0				0									no	no
gene_458	1979018	1979272	jgi.p|Ophnu1|1979018	Ophnu1	OphioH327chr_1	1757643	1758362	+	prediction	2777	0				0									no	no
gene_459	1979019	1979273	jgi.p|Ophnu1|1979019	Ophnu1	OphioH327chr_1	1758836	1762409	-	prediction	2781	0				0									no	no
gene_460	1979020	1979274	jgi.p|Ophnu1|1979020	Ophnu1	OphioH327chr_1	1765617	1766493	+	prediction	2789	6	GO:0000247; GO:0003824; GO:0008152; GO:0008416; GO:0018842; GO:0043832	3-carboxymuconate cycloisomerase type II activity; C-8 sterol isomerase activity; catalytic activity; delta5-delta2,4-dienoyl-CoA isomerase activity; metabolic process; trans-2, cis-3 decenoyl-ACP isomerase activity	biological_process; molecular_function	2	5.3.3.-	Transposing C==C bonds.	\N	\N	\N	Benzoate degradation via hydroxylation; Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	yes	yes
gene_461	1979021	1979275	jgi.p|Ophnu1|1979021	Ophnu1	OphioH327chr_1	1766720	1766991	-	prediction	2795	2	GO:0003677; GO:0006289	DNA binding; nucleotide-excision repair	biological_process; molecular_function	0									yes	no
gene_462	1979022	1979276	jgi.p|Ophnu1|1979022	Ophnu1	OphioH327chr_1	1767837	1768550	-	prediction	2801	0				0									no	no
gene_463	1979023	1979277	jgi.p|Ophnu1|1979023	Ophnu1	OphioH327chr_1	1769998	1771894	-	prediction	2805	8	GO:0000166; GO:0003723; GO:0004826; GO:0005524; GO:0005737; GO:0006412; GO:0006432; GO:0009328	ATP binding; cytoplasm; nucleotide binding; phenylalanine-tRNA ligase activity; phenylalanine-tRNA ligase complex; phenylalanyl-tRNA aminoacylation; RNA binding; translation	biological_process; cellular_component; molecular_function	2	6.1.1.20	Phenylalanine--tRNA ligase.	ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).	\N	\N	Aminoacyl-tRNA biosynthesis; Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism; TRANSLATION	METABOLIC; REGULATORY	yes	yes
gene_464	1979024	1979278	jgi.p|Ophnu1|1979024	Ophnu1	OphioH327chr_1	1773280	1774646	+	prediction	2811	1	GO:0045735	nutrient reservoir activity	molecular_function	0									yes	no
gene_465	1979025	1979279	jgi.p|Ophnu1|1979025	Ophnu1	OphioH327chr_1	1775285	1779457	-	prediction	2819	1	GO:0046907	intracellular transport	biological_process	0									yes	no
gene_466	1979026	1979280	jgi.p|Ophnu1|1979026	Ophnu1	OphioH327chr_1	1781601	1782750	+	prediction	2825	3	GO:0004332; GO:0006096; GO:0008270	fructose-bisphosphate aldolase activity; glycolysis; zinc ion binding	biological_process; molecular_function	4	4.1.2.13	Fructose-bisphosphate aldolase.	D-fructose 1,6-bisphosphate = glycerone phosphate + D-glyceraldehyde 3- phosphate.	\N	Aldolase A deficiency; MIM:103850. Hemolytic anemia due to aldolase A deficiency; MIM:103850. Fructose intolerance; MIM:229600.	Carbon fixation; Fructose and mannose metabolism; Glycolysis / Gluconeogenesis; Pentose phosphate pathway	Carbohydrate Metabolism; Energy Metabolism	METABOLIC	yes	yes
gene_467	1979027	1979281	jgi.p|Ophnu1|1979027	Ophnu1	OphioH327chr_1	1784027	1784654	-	prediction	2831	1	GO:0005498	sterol carrier activity	molecular_function	0									yes	no
gene_468	1979028	1979282	jgi.p|Ophnu1|1979028	Ophnu1	OphioH327chr_1	1785385	1788598	+	prediction	2839	3	GO:0003924; GO:0005525; GO:0050800	GTP binding; GTPase activity; hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	0									yes	no
gene_469	1979029	1979283	jgi.p|Ophnu1|1979029	Ophnu1	OphioH327chr_1	1790315	1791352	-	prediction	2849	0				0									no	no
gene_470	1979030	1979284	jgi.p|Ophnu1|1979030	Ophnu1	OphioH327chr_1	1800581	1803933	+	prediction	2855	6	GO:0003677; GO:0003700; GO:0005634; GO:0006350; GO:0006355; GO:0008270	DNA binding; nucleus; regulation of transcription, DNA-dependent; transcription; transcription factor activity; zinc ion binding	biological_process; cellular_component; molecular_function	0									yes	no
gene_471	1979031	1979285	jgi.p|Ophnu1|1979031	Ophnu1	OphioH327chr_1	1804774	1805877	-	prediction	2867	0				0									no	no
gene_472	1979032	1979286	jgi.p|Ophnu1|1979032	Ophnu1	OphioH327chr_1	1806371	1807198	+	prediction	2875	0				0									no	no
gene_473	1979033	1979287	jgi.p|Ophnu1|1979033	Ophnu1	OphioH327chr_1	1807314	1808540	-	prediction	2879	0				0									no	no
gene_474	1979034	1979288	jgi.p|Ophnu1|1979034	Ophnu1	OphioH327chr_1	1809374	1811935	+	prediction	2891	0				0									no	no
gene_475	1979035	1979289	jgi.p|Ophnu1|1979035	Ophnu1	OphioH327chr_1	1812278	1813175	+	prediction	2899	0				0									no	no
gene_476	1979036	1979290	jgi.p|Ophnu1|1979036	Ophnu1	OphioH327chr_1	1813563	1814630	-	prediction	2905	0				0									no	no
gene_477	1979037	1979291	jgi.p|Ophnu1|1979037	Ophnu1	OphioH327chr_1	1817416	1818559	+	prediction	2911	0				0									no	no
gene_478	1979038	1979292	jgi.p|Ophnu1|1979038	Ophnu1	OphioH327chr_1	1819346	1821874	+	prediction	2925	0				0									no	no
gene_479	1979039	1979293	jgi.p|Ophnu1|1979039	Ophnu1	OphioH327chr_1	1822104	1823189	-	prediction	2933	0				0									no	no
gene_480	1979040	1979294	jgi.p|Ophnu1|1979040	Ophnu1	OphioH327chr_1	1824219	1825393	-	prediction	2939	4	GO:0003735; GO:0005622; GO:0005840; GO:0006412	intracellular; ribosome; structural constituent of ribosome; translation	biological_process; cellular_component; molecular_function	0									yes	no
gene_481	1979041	1979295	jgi.p|Ophnu1|1979041	Ophnu1	OphioH327chr_1	1826940	1828439	+	prediction	2947	4	GO:0004514; GO:0004516; GO:0009435; GO:0019363	NAD biosynthetic process; nicotinate phosphoribosyltransferase activity; nicotinate-nucleotide diphosphorylase (carboxylating) activity; pyridine nucleotide biosynthetic process	biological_process; molecular_function	0									yes	no
gene_482	1979042	1979296	jgi.p|Ophnu1|1979042	Ophnu1	OphioH327chr_1	1828846	1830801	-	prediction	2953	1	GO:0003824	catalytic activity	molecular_function	0									yes	no
gene_483	1979043	1979297	jgi.p|Ophnu1|1979043	Ophnu1	OphioH327chr_1	1832407	1833625	-	prediction	2957	7	GO:0000907; GO:0005506; GO:0010302; GO:0016491; GO:0018602; GO:0019798; GO:0043734	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity; 2-oxoglutarate-dependent dioxygenase activity; DNA-N1-methyladenine dioxygenase activity; iron ion binding; oxidoreductase activity; procollagen-proline dioxygenase activity; sulfonate dioxygenase activity	molecular_function	1	1.14.11.-	With 2-oxoglutarate as one donor, and incorporation of one	\N	\N	\N	\N	\N	\N	yes	yes
gene_484	1979044	1979298	jgi.p|Ophnu1|1979044	Ophnu1	OphioH327chr_1	1834179	1835210	-	prediction	2963	10	GO:0004344; GO:0008152; GO:0016491; GO:0018446; GO:0018447; GO:0018448; GO:0018449; GO:0018450; GO:0042469; GO:0045703	1-phenylethanol dehydrogenase activity; chloral hydrate dehydrogenase activity; glucose dehydrogenase activity; hydroxymethylmethylsilanediol oxidase activity; ketoreductase activity; metabolic process; myrtenol dehydrogenase activity; oxidoreductase activity; pinocarveol dehydrogenase activity; versicolorin reductase activity	biological_process; molecular_function	2	1.1.-.-	Acting on the CH-OH group of donors.	\N	\N	\N	Benzoate degradation via CoA ligation; Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC	yes	yes
