# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-B" "-C" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "/home/alex/dual-rnaseq-elm-fungi/audit/strandedness/ophiostoma.gtf" "-o" "/home/alex/dual-rnaseq-elm-fungi/results/ophiostoma/gene_counts/ophiostoma_gene_featurecounts.txt" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam" "/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/149_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/150_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/151_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/152_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/153_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/154_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/155_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/156_ophiostoma.sorted.bam	/home/alex/rnaseq/03_alignment/ophiostoma_alignments/157_ophiostoma.sorted.bam
gene_1532	OphioH327chr_1;OphioH327chr_1	5757626;5758971	5758909;5759036	-;-	1350	1736	1821	1651	1211	895	1555	2689	3558	4263
gene_1533	OphioH327chr_1;OphioH327chr_1	5760071;5760216	5760162;5761176	+;+	1053	91	96	92	136	115	315	527	540	674
gene_1534	OphioH327chr_1	5762368	5763555	+	1188	1035	1076	991	735	647	1083	1824	2192	2605
gene_1535	OphioH327chr_1	5765956	5768469	+	2514	3810	3780	3496	1750	1438	3117	3822	4397	5786
gene_1536	OphioH327chr_1;OphioH327chr_1	5768900;5770384	5770330;5770527	-;-	1575	1736	1700	1487	913	714	1594	2446	2579	3856
gene_1537	OphioH327chr_1;OphioH327chr_1	5779428;5780015	5779952;5781004	+;+	1515	1484	1488	1270	933	774	1653	2601	2556	3848
gene_1538	OphioH327chr_1	5781294	5783357	-	2064	2431	2357	2153	1946	1578	3209	5501	6018	7788
gene_1539	OphioH327chr_1	5812262	5813146	-	885	487	525	503	347	327	423	774	1112	1080
gene_1540	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5813965;5814374;5815184;5815690	5814312;5815087;5815630;5817282	-;-;-;-	3102	2901	2551	2379	2384	1911	4792	7776	7936	10684
gene_1541	OphioH327chr_1;OphioH327chr_1	5821135;5821304	5821243;5823303	+;+	2109	1500	1435	1334	1485	1244	2856	1731	1780	2362
gene_1542	OphioH327chr_1	5823739	5825811	+	2073	405	383	324	358	302	545	945	1075	1472
gene_1543	OphioH327chr_1;OphioH327chr_1	5831786;5832866	5832093;5834612	+;+	2055	2929	2760	2748	2097	1991	3625	4013	5264	6607
gene_1544	OphioH327chr_1	5839755	5841353	+	1599	12901	12572	11490	23692	19049	33125	49934	62965	84314
gene_1545	OphioH327chr_1;OphioH327chr_1	5841980;5843312	5843259;5843732	-;-	1701	0	0	0	0	0	0	0	0	0
gene_1546	OphioH327chr_1;OphioH327chr_1	5845869;5846150	5846100;5847036	+;+	1119	1	0	2	3	0	0	0	5	10
gene_1547	OphioH327chr_1;OphioH327chr_1	5847676;5847728	5847678;5848522	+;+	798	515	536	504	579	392	936	1045	1139	1343
gene_1548	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5848750;5849472;5849611	5849397;5849545;5849773	-;-;-	885	410	292	266	343	303	722	1014	1034	1404
gene_1549	OphioH327chr_1;OphioH327chr_1	5850433;5851119	5851058;5851686	+;+	1194	567	585	560	432	403	556	750	980	1068
gene_1550	OphioH327chr_1	5852397	5854265	-	1869	208	234	205	138	97	275	315	328	526
gene_1551	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5854799;5854938;5858403	5854867;5858351;5858465	-;-;-	3546	1415	1359	1210	829	746	1537	1769	1852	3084
gene_1552	OphioH327chr_1;OphioH327chr_1	5860749;5861896	5861828;5862210	-;-	1395	2951	2836	2647	964	723	1525	3980	4483	6076
gene_1553	OphioH327chr_1	5864357	5870299	+	5943	767	865	723	386	351	602	639	869	1586
gene_1554	OphioH327chr_1	5870918	5872204	-	1287	844	817	724	788	599	1658	2510	2390	3281
gene_1555	OphioH327chr_1	5872755	5873627	+	873	301	256	263	334	287	439	660	975	871
gene_1556	OphioH327chr_1;OphioH327chr_1	5874015;5875477	5875377;5875541	-;-	1428	695	700	750	483	433	650	1355	1884	1893
gene_1557	OphioH327chr_1;OphioH327chr_1	5876155;5876542	5876489;5877625	+;+	1419	672	739	712	623	512	683	1417	1974	2175
gene_1558	OphioH327chr_1;OphioH327chr_1	5877757;5879173	5879113;5879363	-;-	1548	72	62	59	85	62	78	135	150	240
gene_1559	OphioH327chr_1	5879728	5881929	-	2202	9	13	8	8	7	9	23	61	48
gene_1560	OphioH327chr_1	5882672	5883772	-	1101	98	87	106	47	56	67	164	258	216
gene_1561	OphioH327chr_1;OphioH327chr_1	5884068;5887332	5887277;5887457	-;-	3336	740	702	632	423	329	746	1377	1569	2230
gene_1562	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5890394;5890613;5890726	5890550;5890662;5891382	+;+;+	864	11	7	11	5	14	9	31	28	25
gene_1563	OphioH327chr_1;OphioH327chr_1	5891937;5892004	5891945;5893365	-;-	1371	0	0	1	0	0	0	0	0	0
gene_1564	OphioH327chr_1	5894547	5895014	-	468	0	0	0	0	1	4	6	0	0
gene_1565	OphioH327chr_1	5898080	5900014	+	1935	525	488	460	664	508	1020	932	1078	1496
gene_1566	OphioH327chr_1	5901863	5903023	+	1161	57	91	79	147	136	180	246	363	416
gene_1567	OphioH327chr_1	5903521	5904918	-	1398	261	228	268	186	138	320	556	717	914
gene_1568	OphioH327chr_1	5910392	5912008	+	1617	1054	1006	848	1090	865	1816	1818	2254	2856
gene_1569	OphioH327chr_1;OphioH327chr_1	5912493;5913241	5913103;5913247	-;-	618	3281	3164	3354	3904	3466	5384	6203	7686	7769
gene_1570	OphioH327chr_1	5915138	5915389	-	252	0	0	0	0	0	1	0	0	0
gene_1571	OphioH327chr_1	5917556	5919187	+	1632	69	89	75	83	39	111	227	242	363
gene_1572	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5919425;5920562;5921544	5920498;5921471;5921602	-;-;-	2043	829	792	736	168	142	282	1018	1289	1630
gene_1573	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5922826;5923250;5923380;5923846;5923968;5924072;5924312;5924506	5923178;5923320;5923762;5923913;5924004;5924256;5924447;5924589	-;-;-;-;-;-;-;-	1317	339	335	280	19	20	37	439	372	483
gene_1574	OphioH327chr_1;OphioH327chr_1	5925528;5926421	5926350;5926926	+;+	1329	915	833	776	16	13	50	757	658	1036
gene_1575	OphioH327chr_1	5930070	5931209	+	1140	1021	1006	855	127	80	134	2155	2254	2963
gene_1576	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5932422;5932773;5933079;5933274	5932711;5933018;5933222;5934327	+;+;+;+	1734	77	69	54	114	70	170	470	525	753
gene_1577	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5934617;5934856;5935235	5934801;5935176;5936153	+;+;+	1425	75	87	74	129	111	275	428	331	538
gene_1578	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5936290;5936560;5936931;5937641	5936415;5936875;5937584;5938590	-;-;-;-	2046	151	129	104	84	68	148	362	288	498
gene_1579	OphioH327chr_1	5938986	5939648	-	663	563	478	413	230	175	345	1069	1033	1215
gene_1580	OphioH327chr_1;OphioH327chr_1	5940508;5942848	5942774;5942941	-;-	2361	86	101	79	50	49	76	106	90	129
gene_1581	OphioH327chr_1	5943939	5945312	-	1374	2370	2209	1909	2350	1769	4737	8375	7861	11000
gene_1582	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5948685;5949898;5950118;5950923	5949838;5950046;5950772;5950935	-;-;-;-	1971	5624	5418	4839	6817	5485	12009	19523	21727	29176
gene_1583	OphioH327chr_1;OphioH327chr_1	5952901;5953605	5953545;5953781	+;+	822	22	27	21	46	47	123	135	144	190
gene_1584	OphioH327chr_1	5954681	5955025	+	345	3	10	7	3	1	2	2	6	9
gene_1585	OphioH327chr_1;OphioH327chr_1	5955531;5956452	5956382;5956814	+;+	1215	210	198	147	174	154	285	408	579	717
gene_1586	OphioH327chr_1	5956944	5957471	-	528	534	486	471	326	244	547	489	600	784
gene_1587	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5959100;5960537;5961412;5961740	5960470;5961357;5961656;5961819	-;-;-;-	2517	2218	2107	1789	1982	1679	3468	4123	4572	7066
gene_1588	OphioH327chr_1	5963978	5965783	-	1806	23	27	17	59	55	124	137	133	138
gene_1589	OphioH327chr_1;OphioH327chr_1	5971619;5971867	5971799;5973578	+;+	1893	4940	5206	4780	4729	3912	5537	5222	7675	9896
gene_1590	OphioH327chr_1	5974219	5976207	+	1989	429	368	405	401	299	475	632	834	881
gene_1591	OphioH327chr_1	5976351	5978222	-	1872	269	260	240	227	116	310	430	429	616
gene_1592	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	5979681;5980788;5980905	5980733;5980848;5982307	-;-;-	2517	64	68	65	52	37	70	206	224	426
gene_1593	OphioH327chr_1;OphioH327chr_1	5986814;5987874	5987730;5988153	-;-	1197	22	24	15	21	13	18	46	57	78
gene_1594	OphioH327chr_1	5990488	5992398	+	1911	3	2	1	0	0	1	0	7	6
gene_1595	OphioH327chr_1	5992542	5996138	-	3597	816	808	804	715	590	726	834	1242	1609
gene_1596	OphioH327chr_1;OphioH327chr_1	5997322;5997590	5997375;5998540	+;+	1005	8385	8629	8271	4500	3744	4987	8810	12991	15411
gene_1597	OphioH327chr_1;OphioH327chr_1	5999166;6002939	6002783;6003295	-;-	3975	5088	4917	4528	3669	3059	5511	5509	6941	10526
gene_1598	OphioH327chr_1	6005758	6006174	+	417	0	0	0	0	0	0	0	0	0
gene_1599	OphioH327chr_1	6008578	6009672	+	1095	878	952	807	391	302	499	1254	1575	1908
gene_1600	OphioH327chr_1;OphioH327chr_1	6010677;6011296	6011229;6014294	+;+	3552	36	33	24	16	10	46	43	50	86
gene_1601	OphioH327chr_1;OphioH327chr_1	6015643;6015706	6015647;6017530	+;+	1830	0	0	0	0	0	0	0	1	0
gene_1602	OphioH327chr_1	6018782	6020032	+	1251	322	367	353	369	299	390	680	1187	1135
gene_1603	OphioH327chr_1;OphioH327chr_1	6020279;6020720	6020661;6023684	-;-	3348	1245	1320	1278	2188	1830	2780	1939	2770	3117
gene_1604	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6025596;6026501;6028254	6026450;6026876;6028903	-;-;-	1881	2694	2486	2273	2419	1935	4150	4744	5311	7575
gene_1605	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6033317;6033563;6034330	6033508;6033668;6034763	-;-;-	732	3	5	6	2	0	2	13	4	11
gene_1606	OphioH327chr_1;OphioH327chr_1	6036524;6037801	6037645;6038112	-;-	1434	2617	2641	2368	2342	1932	3622	4226	4846	6666
gene_1607	OphioH327chr_1	6039322	6041130	+	1809	886	821	813	1417	1138	2226	2132	2208	2736
gene_1608	OphioH327chr_1	6042074	6043051	+	978	4	3	6	1	1	2	4	14	6
gene_1609	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6044728;6044895;6045230	6044838;6045159;6047370	+;+;+	2517	536	546	507	336	285	489	712	913	1281
gene_1610	OphioH327chr_1	6048667	6050865	+	2199	575	557	516	494	327	721	954	972	1336
gene_1611	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6052346;6053860;6054209;6054415;6054527;6054892	6053796;6054144;6054289;6054456;6054583;6054895	-;-;-;-;-;-	1920	349	365	406	294	295	372	473	696	944
gene_1612	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6056947;6057138;6057318;6057492	6057061;6057251;6057434;6057790	+;+;+;+	645	383	436	369	328	269	539	1158	1233	1609
gene_1613	OphioH327chr_1	6059069	6068503	+	9435	5544	5030	4407	3534	2910	6317	6224	7304	11433
gene_1614	OphioH327chr_1	6070708	6072348	-	1641	1644	1649	1402	2054	1525	3005	2740	2997	4343
gene_1615	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6079134;6080053;6080562;6080680	6079998;6080503;6080624;6080827	-;-;-;-	1527	2	4	5	2	4	12	6	13	15
gene_1616	OphioH327chr_1;OphioH327chr_1	6083424;6088536	6088472;6088988	-;-	5502	1786	1536	1466	1915	1631	2766	2939	4005	5755
gene_1617	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6089864;6092247;6092500;6092641	6092189;6092446;6092579;6093064	+;+;+;+	3030	1964	1881	1654	1876	1501	3135	3042	3457	5212
gene_1618	OphioH327chr_1	6093497	6095278	-	1782	741	753	676	722	605	975	1078	1529	2043
gene_1619	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6098442;6099760;6099944	6099688;6099862;6100831	+;+;+	2238	3161	2972	2887	3262	2554	5431	6191	6974	10009
gene_1620	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6101977;6102292;6103461;6103732;6104553	6102228;6103407;6103669;6104499;6104697	-;-;-;-;-	2490	2186	2138	1902	2285	1890	3923	4511	5602	7774
gene_1621	OphioH327chr_1;OphioH327chr_1	6105074;6105246	6105158;6105826	+;+	666	315	327	304	475	377	718	1069	1408	1549
gene_1622	OphioH327chr_1;OphioH327chr_1	6106344;6107342	6107283;6108102	-;-	1701	1174	1145	1017	1496	1156	2476	2863	3184	4160
gene_1623	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6108891;6110040;6110272;6110742	6109927;6110151;6110332;6110818	-;-;-;-	1287	2254	2197	1886	2586	2194	4594	7989	9148	11516
gene_1624	OphioH327chr_1	6111491	6112606	+	1116	378	324	273	388	337	855	993	982	1166
gene_1625	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6112624;6112718;6112897;6113802;6114010;6114199	6112650;6112828;6113732;6113946;6114144;6114312	-;-;-;-;-;-	1368	478	437	367	527	423	1076	1211	1301	1922
gene_1626	OphioH327chr_1;OphioH327chr_1	6115181;6115403	6115317;6117029	+;+	1764	552	472	445	588	536	1448	1666	1652	2240
gene_1627	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6117325;6117932;6119199	6117869;6119141;6119201	-;-;-	1758	1552	1471	1356	1379	1228	2320	2882	3554	4966
gene_1628	OphioH327chr_1;OphioH327chr_1	6120337;6120576	6120516;6121055	+;+	660	90	67	70	109	74	158	344	388	451
gene_1629	OphioH327chr_1;OphioH327chr_1	6122901;6123743	6123686;6124111	+;+	1155	3324	3304	3087	1881	1455	2560	4112	5346	6780
gene_1630	OphioH327chr_1;OphioH327chr_1	6124597;6124989	6124924;6125431	-;-	771	990	889	906	1033	810	2172	4104	4036	5353
gene_1631	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6125992;6126377;6126649;6126748;6126851;6126991;6127115;6127221	6126030;6126490;6126687;6126769;6126864;6127047;6127163;6127318	+;+;+;+;+;+;+;+	432	7117	6682	6626	5266	4771	8664	14075	17207	20655
gene_1632	OphioH327chr_1	6127873	6129636	-	1764	736	597	525	802	637	1545	2350	2425	3288
gene_1633	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6133242;6133982;6134233;6134603	6133594;6134162;6134465;6134921	-;-;-;-	1086	2755	2570	2430	3400	2819	6165	7595	8056	11141
gene_1634	OphioH327chr_1;OphioH327chr_1	6137609;6138729	6137669;6138775	+;+	108	0	1	0	2	0	1	4	0	6
gene_1635	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6146704;6146983;6147842;6149166	6146918;6147111;6149082;6149242	-;-;-;-	1662	5837	5684	4909	7818	6261	14148	20108	22070	29724
gene_1636	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6149779;6149916;6150074;6150404;6150605;6150738;6151132;6151652;6151910	6149817;6149995;6150292;6150512;6150670;6151048;6151590;6151833;6151962	-;-;-;-;-;-;-;-;-	1518	1431	1331	1071	1356	1068	2991	4965	4828	6480
gene_1637	OphioH327chr_1;OphioH327chr_1	6152435;6154536	6154447;6157001	-;-	4479	3476	3040	2696	3379	2855	7171	7682	7327	12059
gene_1638	OphioH327chr_1;OphioH327chr_1	6159709;6159991	6159911;6160738	+;+	951	10851	10234	9213	5591	4261	11200	14907	14644	19589
gene_1639	OphioH327chr_1;OphioH327chr_1	6161378;6162085	6161908;6162105	-;-	552	1626	1491	1330	1583	1347	2682	4443	5934	6142
gene_1640	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6162686;6162828;6163150	6162709;6163035;6163727	+;+;+	810	2358	1945	1740	1430	1126	3310	6427	5579	7632
gene_1641	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6167309;6167435;6167850;6168079;6169065	6167350;6167770;6168011;6168984;6169085	+;+;+;+;+	1467	3276	3090	2675	1628	1366	3131	6253	6313	9283
gene_1642	OphioH327chr_1	6170007	6170651	-	645	1012	842	738	936	715	1880	2740	2526	3707
gene_1643	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6171855;6172079;6172303	6171977;6172145;6172499	+;+;+	387	947	765	763	909	691	2144	3732	3113	4400
gene_1644	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6172828;6173050;6173646	6172865;6173173;6173825	+;+;+	342	5693	5382	5154	5102	4140	7622	11720	12579	16590
gene_1645	OphioH327chr_1;OphioH327chr_1	6174376;6174966	6174814;6175171	+;+	645	618	575	501	747	569	1201	2012	2192	2573
gene_1646	OphioH327chr_1;OphioH327chr_1	6176095;6176176	6176113;6178070	+;+	1914	1707	1446	1343	3556	2719	8254	4827	4225	6146
gene_1647	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6200326;6200592;6200685	6200493;6200610;6201346	+;+;+	849	790	727	679	508	461	1009	2225	2381	2836
gene_1648	OphioH327chr_1	6202138	6203949	+	1812	2823	2590	2424	2536	1890	4473	6220	6132	8646
gene_1649	OphioH327chr_1;OphioH327chr_1	6204400;6205417	6205307;6205447	-;-	939	1117	1040	856	1190	879	2028	2380	2270	3570
gene_1650	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6206235;6206335;6206549;6206759;6207862;6209612	6206255;6206485;6206694;6207788;6209549;6209668	+;+;+;+;+;+	3093	1538	1393	1242	1068	841	2293	4023	3778	5521
gene_1651	OphioH327chr_1;OphioH327chr_1	6210446;6211676	6211609;6212890	-;-	2379	5463	5228	4395	6882	5318	13721	11095	10675	17446
gene_1652	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6216852;6217108;6217348	6217037;6217277;6217375	-;-;-	384	49662	43083	38430	6101	4995	12766	56585	54097	71355
gene_1653	OphioH327chr_1	6218326	6219105	-	780	2192	1850	1683	1760	1525	3531	6089	6170	8179
gene_1654	OphioH327chr_1;OphioH327chr_1	6220861;6221796	6221730;6222470	+;+	1545	1682	1493	1331	1561	1319	3051	3427	3353	4939
gene_1655	OphioH327chr_1	6222637	6223524	-	888	304	313	251	300	263	652	1213	1168	1564
gene_1656	OphioH327chr_1	6224610	6228266	-	3657	10642	10177	8453	14912	11744	26327	18486	19529	32722
gene_1657	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6231200;6231658;6231887	6231556;6231828;6232249	-;-;-	891	1122	944	884	1113	878	2318	3576	3513	4516
gene_1658	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6232835;6232962;6233165;6233230	6232889;6233105;6233177;6233281	+;+;+;+	264	441	402	359	596	453	1047	1918	1784	2226
gene_1659	OphioH327chr_1	6233556	6235775	-	2220	3195	2919	2688	2343	1779	4250	7202	7227	10214
gene_1660	OphioH327chr_1;OphioH327chr_1	6239524;6240737	6240637;6241908	+;+	2286	3636	3278	2874	3968	2956	8244	7127	6657	12720
gene_1661	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6243371;6246404;6246602	6246340;6246517;6246610	-;-;-	3093	1983	1849	1608	1849	1315	3510	5131	4816	7742
gene_1662	OphioH327chr_1;OphioH327chr_1	6248921;6249782	6249729;6250763	+;+	1791	1146	1086	916	1723	1311	3553	4267	4248	6443
gene_1663	OphioH327chr_1	6251011	6251511	-	501	36664	32043	28846	27441	21402	61478	115009	102964	132524
gene_1664	OphioH327chr_1;OphioH327chr_1	6252487;6252595	6252534;6253194	+;+	648	149596	132901	121607	86340	67503	181490	324062	309983	401027
gene_1665	OphioH327chr_1;OphioH327chr_1	6258287;6258404	6258318;6261500	+;+	3129	5	7	7	19	27	34	13	50	38
gene_1666	OphioH327chr_1;OphioH327chr_1	6267046;6267264	6267138;6268799	+;+	1629	9635	9115	8350	5182	4129	8867	11969	13785	20426
gene_1667	OphioH327chr_1;OphioH327chr_1	6269515;6269731	6269664;6271302	+;+	1722	19	19	11	24	24	74	72	68	90
gene_1668	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6271881;6272221;6272341;6273216;6273301	6272155;6272277;6273061;6273224;6273810	-;-;-;-;-	1572	320	363	272	613	468	1370	960	1016	1503
gene_1669	OphioH327chr_1	6277832	6279211	+	1380	1475	1310	1255	650	528	984	2198	2589	3090
gene_1670	OphioH327chr_1;OphioH327chr_1	6279681;6280409	6280355;6281134	+;+	1401	9	8	10	18	19	38	39	54	67
gene_1671	OphioH327chr_1	6281268	6282338	-	1071	1	3	4	8	6	1	17	18	8
gene_1672	OphioH327chr_1	6283519	6284313	-	795	408	406	395	417	298	468	841	1177	1364
gene_1673	OphioH327chr_1	6285176	6288874	+	3699	1145	1019	962	1260	980	2142	1966	2511	3672
gene_1674	OphioH327chr_1	6290488	6293169	+	2682	12	10	7	7	15	29	44	33	71
gene_1675	OphioH327chr_1;OphioH327chr_1	6293275;6293960	6293881;6294387	+;+	1035	1	5	3	5	10	15	17	20	17
gene_1676	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6296054;6296433;6296526	6296374;6296462;6296765	+;+;+	591	89	68	51	83	74	238	255	274	380
gene_1677	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6297731;6297935;6298311;6299078	6297869;6298247;6298446;6299098	-;-;-;-	609	11079	10372	9338	8268	6516	13811	19071	21714	31577
gene_1678	OphioH327chr_1	6300363	6301433	-	1071	2724	2674	2375	1733	1398	2725	3642	4297	6027
gene_1679	OphioH327chr_1;OphioH327chr_1	6304952;6305157	6305099;6305320	+;+	312	2012	1885	1799	1938	1691	2877	3462	4689	5049
gene_1680	OphioH327chr_1	6305804	6307105	-	1302	2512	2371	2226	1919	1628	2580	2703	3510	4174
gene_1681	OphioH327chr_1;OphioH327chr_1	6307942;6308116	6308044;6308129	-;-	117	0	0	0	0	0	2	2	2	4
gene_1682	OphioH327chr_1;OphioH327chr_1	6310323;6312212	6312156;6313173	+;+	2796	3510	3301	3059	3139	2531	5516	6479	6603	9351
gene_1683	OphioH327chr_1;OphioH327chr_1	6314149;6314543	6314458;6314583	+;+	351	11454	10850	9874	8285	6784	14595	27500	33116	38231
gene_1684	OphioH327chr_1;OphioH327chr_1	6315605;6315945	6315887;6316789	+;+	1128	552	521	525	496	437	731	735	940	1209
gene_1685	OphioH327chr_1	6317447	6319582	-	2136	8208	6931	6554	3697	3038	6951	13369	14125	22665
gene_1686	OphioH327chr_1	6330601	6335217	-	4617	1071	1042	1007	774	640	793	1108	1765	2189
gene_1687	OphioH327chr_1;OphioH327chr_1	6343862;6344062	6343991;6346361	+;+	2430	1347	1319	1218	612	549	1176	1707	1954	2778
gene_1688	OphioH327chr_1;OphioH327chr_1	6347461;6347821	6347766;6350100	-;-	2586	865	832	784	877	741	1316	1970	2416	3058
gene_1689	OphioH327chr_1	6350690	6352108	-	1419	24	26	22	30	27	81	125	129	135
gene_1690	OphioH327chr_1;OphioH327chr_1	6353105;6354182	6354122;6354597	-;-	1434	2197	2043	1993	1518	1299	2538	6796	7979	10631
gene_1691	OphioH327chr_1;OphioH327chr_1	6361710;6363250	6362619;6363734	+;+	1395	10	10	2	1	7	4	13	12	19
gene_1692	OphioH327chr_1;OphioH327chr_1	6364361;6365265	6365182;6365291	-;-	849	1409	1314	1177	1647	1192	3142	3771	3809	4738
gene_1693	OphioH327chr_1;OphioH327chr_1	6365962;6366090	6365973;6367592	+;+	1515	412	438	558	261	271	227	550	975	823
gene_1694	OphioH327chr_1;OphioH327chr_1	6367703;6368477	6368395;6368530	-;-	747	262	258	221	190	193	285	513	789	790
gene_1695	OphioH327chr_1;OphioH327chr_1	6368948;6369872	6369795;6369899	-;-	876	84	102	87	92	76	178	148	213	212
gene_1696	OphioH327chr_1	6373037	6374116	+	1080	1685	1563	1543	1362	1172	1913	2252	2969	3533
gene_1697	OphioH327chr_1;OphioH327chr_1	6374298;6375283	6375208;6375601	-;-	1230	121	103	104	395	331	570	502	629	733
gene_1698	OphioH327chr_1	6377607	6379331	-	1725	603	671	669	710	642	746	1181	1888	1799
gene_1699	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6380464;6380742;6381049	6380624;6380986;6381638	+;+;+	996	4039	4133	4343	2093	1760	2241	4425	7018	7679
gene_1700	OphioH327chr_1;OphioH327chr_1	6382443;6383523	6383454;6383983	-;-	1473	3	4	5	3	4	13	5	10	6
gene_1701	OphioH327chr_1	6384805	6386340	-	1536	1474	1574	1480	1703	1415	1962	986	1523	1749
gene_1702	OphioH327chr_1;OphioH327chr_1	6387800;6388746	6388686;6389109	+;+	1251	4807	4814	4381	3041	2548	4938	5101	6922	7801
gene_1703	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6393572;6393656;6393800	6393596;6393726;6395170	+;+;+	1467	1207	1291	1249	719	704	798	1375	2337	2379
gene_1704	OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1;OphioH327chr_1	6402416;6403063;6403288;6403429;6403906	6402962;6403232;6403361;6403662;6404080	-;-;-;-;-	1200	1288	1188	1012	769	690	1483	1564	1733	2102
